epoch,loss,lr,mae,mape,mse,msle,rmse,val_loss,val_mae,val_mape,val_mse,val_msle,val_rmse
0,0.15863227678669822,1e-05,0.12828723,2156641.5,0.046146397,0.016654842,0.21395558,0.2893618047237396,0.277101993560791,1782847.5,0.15972985327243805,0.0613720528781414,0.39908283948898315
1,0.15533357858657837,1e-05,0.12178034,2877183.5,0.04288968,0.015619733,0.20677051,0.25893858075141907,0.26289838552474976,2205743.5,0.15029063820838928,0.05759154260158539,0.38764283061027527
2,0.1535287102063497,1e-05,0.11991143,3123883.0,0.041126095,0.015004567,0.20268968,0.24552153050899506,0.24736100435256958,2832270.0,0.14033716917037964,0.05373215675354004,0.3744928240776062
3,0.1505248530043496,1e-05,0.11635966,4191385.2,0.038161997,0.014200174,0.19496517,0.2628769874572754,0.24333176016807556,3668806.75,0.138230562210083,0.05320373550057411,0.37142449617385864
4,0.1448725312948227,1e-05,0.1077056,5501662.0,0.032548588,0.012221919,0.17965549,0.24160704016685486,0.2305656373500824,5051473.5,0.12998512387275696,0.050398752093315125,0.3605332374572754
5,0.1411970853805542,1e-05,0.10291453,7147331.0,0.02891057,0.011271615,0.16977933,0.21425047516822815,0.20861303806304932,7026628.5,0.11465899646282196,0.044809479266405106,0.3380940556526184
6,0.1375564866595798,1e-05,0.09888012,8684053.0,0.025304578,0.010179265,0.15839343,0.18567800521850586,0.1938847154378891,9956840.0,0.10429821163415909,0.041574012488126755,0.3193182945251465
7,0.13235749469863045,1e-05,0.09022356,11100479.0,0.020138629,0.008670803,0.14136352,0.24649761617183685,0.1832052767276764,12960340.0,0.09233841300010681,0.03806605935096741,0.295460045337677
8,0.1290721810526318,1e-05,0.08698848,13729445.0,0.016886588,0.007899189,0.12870982,0.21012011170387268,0.1750088334083557,15610347.0,0.08125971257686615,0.03482849895954132,0.28353673219680786
9,0.12765783899360233,1e-05,0.08541331,15992544.0,0.0155073535,0.0075458833,0.12392896,0.1774815171957016,0.17258860170841217,16510445.0,0.0738021582365036,0.03260985016822815,0.27121853828430176
10,0.12707320435179603,1e-05,0.086076654,16523467.0,0.014961673,0.0074520153,0.12159354,0.17378248274326324,0.1695716679096222,15687595.0,0.07114005833864212,0.03162557631731033,0.266129732131958
11,0.12575771742396885,1e-05,0.08149885,16167412.0,0.013686333,0.0067037013,0.11627189,0.17691577970981598,0.16317075490951538,14266994.0,0.0697021409869194,0.03084721602499485,0.2638525664806366
12,0.12444269905487697,1e-05,0.07721795,14637349.0,0.012410592,0.006115617,0.110736385,0.1937323808670044,0.16239017248153687,13085000.0,0.07028458267450333,0.031143872067332268,0.26422762870788574
13,0.12312555147541894,1e-05,0.07332445,14208165.0,0.011130631,0.0053771497,0.10473618,0.1833723485469818,0.15624666213989258,12664900.0,0.06597143411636353,0.0291745588183403,0.25663143396377563
14,0.12217426465617286,1e-05,0.06978924,14535186.0,0.010214221,0.0049172547,0.100542836,0.1637040227651596,0.1498580276966095,12354928.0,0.060891710221767426,0.02729063481092453,0.246064230799675
15,0.12244822002119488,1e-05,0.07153184,14566442.0,0.010521832,0.0051238053,0.10179823,0.18434667587280273,0.14477123320102692,12787552.0,0.057153958827257156,0.025865867733955383,0.2368818074464798
16,0.1217312142252922,1e-05,0.069936514,14717980.0,0.009838675,0.004808075,0.09837772,0.15122458338737488,0.1406748741865158,12690228.0,0.054677583277225494,0.024877453222870827,0.23147666454315186
17,0.12088118907478121,1e-05,0.06758657,14677991.0,0.009020968,0.004441999,0.09467009,0.16084133088588715,0.13764992356300354,12462499.0,0.05168379098176956,0.02374878153204918,0.2272638976573944
