epoch,loss,mse,rmse,mae,mape,msle,val_loss,val_mse,val_rmse,val_mae,val_mape,val_msle,lr
1,0.2813244163990021,0.13680331408977509,0.3300458490848541,0.2702189087867737,77565664.0,0.026299135759472847,0.2548407316207886,0.11032404750585556,0.3321506381034851,0.2802494466304779,96390792.0,0.02241240069270134,9.999999747378752e-06
2,0.24250175058841705,0.09798699617385864,0.25509127974510193,0.2335304170846939,81493416.0,0.01929938606917858,0.22460554540157318,0.08009511232376099,0.2830108106136322,0.21810956299304962,90338952.0,0.01686633937060833,9.999999747378752e-06
3,0.22200267016887665,0.07749415189027786,0.22926047444343567,0.2097887247800827,85601808.0,0.016380608081817627,0.21066856384277344,0.06616433709859848,0.25722429156303406,0.19952042400836945,84433536.0,0.0156543105840683,9.999999747378752e-06
4,0.21071027219295502,0.06620793044567108,0.22695931792259216,0.19472596049308777,86780232.0,0.015452278777956963,0.19981028139591217,0.0553121380507946,0.23518532514572144,0.18562258780002594,77593664.0,0.014871201477944851,9.999999747378752e-06
5,0.2021094113588333,0.057613078504800797,0.216533824801445,0.18317338824272156,83953328.0,0.014427796937525272,0.1890787035226822,0.044586364179849625,0.21115483343601227,0.1693906933069229,70200544.0,0.013239271938800812,9.999999747378752e-06
6,0.19539299607276917,0.05090237408876419,0.20211438834667206,0.17295251786708832,78611472.0,0.013206681236624718,0.18149563670158386,0.037008799612522125,0.19237671792507172,0.15772071480751038,63387104.0,0.011919357813894749,9.999999747378752e-06
7,0.19128826260566711,0.046803075820207596,0.19043007493019104,0.16669538617134094,72483280.0,0.012330274097621441,0.17771336436271667,0.033231884241104126,0.18229614198207855,0.15040521323680878,58343140.0,0.011165393516421318,9.999999747378752e-06
8,0.18865616619586945,0.044176291674375534,0.1829635500907898,0.16212379932403564,66787576.0,0.01176287792623043,0.17583781480789185,0.03136159107089043,0.177092045545578,0.14622093737125397,55654928.0,0.010950123891234398,9.999999747378752e-06
9,0.18580549955368042,0.04133088141679764,0.17749866843223572,0.15597659349441528,62026640.0,0.01114643644541502,0.17476773262023926,0.03029666654765606,0.17405937612056732,0.14394885301589966,54969796.0,0.010969044640660286,9.999999747378752e-06
10,0.18243570625782013,0.03796621784567833,0.17249533534049988,0.14829812943935394,58163116.0,0.010389501228928566,0.17459067702293396,0.03012470342218876,0.17356470227241516,0.1430545598268509,55345028.0,0.011275424621999264,9.999999747378752e-06
11,0.1792353093624115,0.03477087989449501,0.16779284179210663,0.14083097875118256,54953204.0,0.00968057382851839,0.17508673667907715,0.030625753104686737,0.17500215768814087,0.14399349689483643,55858764.0,0.011826056987047195,9.999999747378752e-06
