epoch,loss,lr,mae,mape,mse,msle,rmse,val_loss,val_mae,val_mape,val_mse,val_msle,val_rmse
0,0.14333485066890717,3e-05,0.12239465862512589,1090556.125,0.04702598974108696,0.017260199412703514,0.20158077776432037,0.22159843146800995,0.23019830882549286,644841.875,0.12535123527050018,0.04683714732527733,0.3540121912956238
1,0.1430170238018036,3e-05,0.1221301406621933,1089856.875,0.04680751636624336,0.017176439985632896,0.20100349187850952,0.22119827568531036,0.22979310154914856,645394.1875,0.12504620850086212,0.04671785980463028,0.3535778522491455
2,0.14272551238536835,3e-05,0.12191099673509598,1089394.0,0.04660915210843086,0.017101621255278587,0.19973182678222656,0.2207930088043213,0.22939327359199524,645850.3125,0.12473304569721222,0.04659580811858177,0.3531312346458435
3,0.14236776530742645,3e-05,0.12159840017557144,1090055.875,0.04634594917297363,0.016997184604406357,0.2327517420053482,0.22042669355869293,0.2291090190410614,646955.125,0.12446180731058121,0.04649071395397186,0.35274380445480347
4,0.14207473397254944,3e-05,0.12134979665279388,1090722.0,0.04614172503352165,0.016919201239943504,0.20762580633163452,0.2200825810432434,0.22882574796676636,649059.4375,0.12419894337654114,0.046388909220695496,0.3523678779602051
5,0.1418275088071823,3e-05,0.12116796523332596,1094196.0,0.04597613587975502,0.01685512624680996,0.20313479006290436,0.21979132294654846,0.22859641909599304,651646.3125,0.12398981302976608,0.046308502554893494,0.35206839442253113
6,0.14158152043819427,3e-05,0.12099478393793106,1097834.25,0.04581229016184807,0.016792314127087593,0.1890900731086731,0.2195376753807068,0.22840464115142822,654760.0625,0.12381871789693832,0.04624282941222191,0.3518231511116028
7,0.14136168360710144,3e-05,0.12084229290485382,1101747.875,0.045675668865442276,0.016738267615437508,0.2044851928949356,0.21929538249969482,0.22822512686252594,658166.125,0.12366040796041489,0.04618227854371071,0.35159599781036377
8,0.14116068184375763,3e-05,0.12070697546005249,1107642.625,0.0455593541264534,0.016692930832505226,0.2071637511253357,0.2190483957529068,0.22803740203380585,662431.875,0.12349908798933029,0.046120185405015945,0.3513644337654114
9,0.14094498753547668,3e-05,0.12056112289428711,1113516.75,0.04542960971593857,0.01664240099489689,0.1970261037349701,0.218796044588089,0.22784268856048584,666605.5625,0.12333288788795471,0.04605633765459061,0.35112568736076355
10,0.14071708917617798,3e-05,0.12039428949356079,1118865.75,0.04528741538524628,0.01658775471150875,0.20724956691265106,0.21852780878543854,0.22762838006019592,670371.5625,0.123150534927845,0.04598648473620415,0.3508634865283966
11,0.14049404859542847,3e-05,0.12022840976715088,1125659.625,0.04515174403786659,0.016533242538571358,0.21401216089725494,0.21827319264411926,0.22742657363414764,675411.8125,0.12298423796892166,0.045922309160232544,0.3506242632865906
12,0.14024022221565247,3e-05,0.12003034353256226,1131299.75,0.04498472809791565,0.016467181965708733,0.20066432654857635,0.21795521676540375,0.22714820504188538,678709.75,0.12275126576423645,0.04583317041397095,0.3502886891365051
13,0.13999107480049133,3e-05,0.1198301762342453,1135612.625,0.04482044279575348,0.016402631998062134,0.20909477770328522,0.2176668643951416,0.22690227627754211,681936.8125,0.12254748493432999,0.04575563594698906,0.3499947786331177
14,0.13973066210746765,3e-05,0.11962101608514786,1139943.25,0.04464425519108772,0.016334418207406998,0.19051289558410645,0.21737518906593323,0.22664743661880493,685467.3125,0.1223398745059967,0.04567661136388779,0.3496950566768646
15,0.13950800895690918,3e-05,0.11944381147623062,1144638.25,0.04450596496462822,0.016280023381114006,0.19721747934818268,0.21709208190441132,0.22640229761600494,688808.375,0.12214165180921555,0.045601535588502884,0.34940850734710693
16,0.1392640918493271,3e-05,0.11925192922353745,1150264.5,0.04434744641184807,0.016220131888985634,0.2065909206867218,0.21684107184410095,0.22619329392910004,693200.6875,0.12197671830654144,0.04553887993097305,0.3491699695587158
17,0.13903988897800446,3e-05,0.11907339841127396,1155769.75,0.04420963302254677,0.016164544969797134,0.19387245178222656,0.2165905386209488,0.2259865254163742,697063.8125,0.12181279808282852,0.045477092266082764,0.34893256425857544
18,0.13883137702941895,3e-05,0.11893700063228607,1160944.625,0.0440874844789505,0.01611805148422718,0.21951472759246826,0.2163207083940506,0.22575299441814423,700514.9375,0.12162893265485764,0.04540793225169182,0.34866607189178467
19,0.13860201835632324,3e-05,0.11874908953905106,1165265.375,0.04394412785768509,0.01606408692896366,0.18637993931770325,0.2160506546497345,0.22551827132701874,703759.9375,0.12144529074430466,0.04533910006284714,0.3483995795249939
20,0.1383642554283142,3e-05,0.11855801939964294,1169933.875,0.04379277676343918,0.01600668579339981,0.20899739861488342,0.2157900035381317,0.2252928614616394,707145.875,0.12127120047807693,0.045273877680301666,0.3481467068195343
21,0.1381397694349289,3e-05,0.11837051808834076,1174232.125,0.043655555695295334,0.01595364511013031,0.19247740507125854,0.21551944315433502,0.2250533401966095,710910.5,0.12108845263719559,0.04520544037222862,0.3478810489177704
22,0.13791702687740326,3e-05,0.11821063607931137,1179806.625,0.043520521372556686,0.015901541337370872,0.1843978762626648,0.2152412086725235,0.22480152547359467,714529.25,0.1208978071808815,0.04513424262404442,0.34760361909866333
