epoch,loss,val_loss,learning_rate
1,0.12660954892635345,0.2188970148563385,9.999999747378752e-06
2,0.12686608731746674,0.2162821739912033,9.999999747378752e-06
3,0.12615101039409637,0.21393345296382904,9.999999747378752e-06
4,0.12576855719089508,0.21245136857032776,9.999999747378752e-06
5,0.12542898952960968,0.21136096119880676,9.999999747378752e-06
6,0.12507474422454834,0.20979033410549164,9.999999747378752e-06
7,0.12608711421489716,0.20882895588874817,9.999999747378752e-06
8,0.12598520517349243,0.20731931924819946,9.999999747378752e-06
9,0.12470556050539017,0.20592612028121948,9.999999747378752e-06
10,0.1244397684931755,0.20496690273284912,9.999999747378752e-06
11,0.12320869415998459,0.20394933223724365,9.999999747378752e-06
12,0.12477371841669083,0.20274606347084045,9.999999747378752e-06
13,0.12437468767166138,0.20177263021469116,9.999999747378752e-06
14,0.12418270856142044,0.20089603960514069,9.999999747378752e-06
15,0.12382656335830688,0.20024405419826508,9.999999747378752e-06
16,0.1246240884065628,0.19969496130943298,9.999999747378752e-06
17,0.12349187582731247,0.19873499870300293,9.999999747378752e-06
18,0.12396446615457535,0.1980220079421997,9.999999747378752e-06
19,0.12282510846853256,0.19739066064357758,9.999999747378752e-06
20,0.12312619388103485,0.19678618013858795,9.999999747378752e-06
21,0.12302153557538986,0.19600936770439148,9.999999747378752e-06
22,0.12295088171958923,0.19554942846298218,9.999999747378752e-06
23,0.12325962632894516,0.19530314207077026,9.999999747378752e-06
24,0.1235685721039772,0.19495505094528198,9.999999747378752e-06
25,0.12227964401245117,0.19496600329875946,9.999999747378752e-06
26,0.12225378304719925,0.19490565359592438,9.999999747378752e-06
27,0.12436620146036148,0.19471102952957153,9.999999747378752e-06
28,0.12256098538637161,0.19463779032230377,9.999999747378752e-06
29,0.12207109481096268,0.19442585110664368,9.999999747378752e-06
30,0.12244044244289398,0.1939280778169632,9.999999747378752e-06
31,0.12108420580625534,0.19351842999458313,9.999999747378752e-06
32,0.12191222608089447,0.1930667757987976,9.999999747378752e-06
33,0.12195847928524017,0.1928284764289856,9.999999747378752e-06
34,0.12307511270046234,0.19246798753738403,9.999999747378752e-06
35,0.12117189913988113,0.19227981567382812,9.999999747378752e-06
36,0.12107465416193008,0.19206401705741882,9.999999747378752e-06
37,0.121230848133564,0.1918957531452179,9.999999747378752e-06
38,0.12120910733938217,0.19171607494354248,9.999999747378752e-06
39,0.12126652151346207,0.1915387064218521,9.999999747378752e-06
40,0.1203969419002533,0.19115060567855835,9.999999747378752e-06
41,0.12228429317474365,0.1908477246761322,9.999999747378752e-06
42,0.11967432498931885,0.19076120853424072,9.999999747378752e-06
43,0.12072949856519699,0.19068489968776703,9.999999747378752e-06
44,0.12042665481567383,0.19056618213653564,9.999999747378752e-06
45,0.11988123506307602,0.1904463917016983,9.999999747378752e-06
46,0.12057654559612274,0.19032561779022217,9.999999747378752e-06
47,0.11993657052516937,0.19006288051605225,9.999999747378752e-06
48,0.11961624026298523,0.18977949023246765,9.999999747378752e-06
49,0.11947999894618988,0.18953901529312134,9.999999747378752e-06
50,0.11951085925102234,0.1892782598733902,9.999999747378752e-06
51,0.11935102194547653,0.18912386894226074,9.999999747378752e-06
52,0.11803018301725388,0.18895700573921204,9.999999747378752e-06
53,0.11836738139390945,0.1887919157743454,9.999999747378752e-06
54,0.11914227157831192,0.18859848380088806,9.999999747378752e-06
55,0.11929676681756973,0.18856704235076904,9.999999747378752e-06
56,0.11875566840171814,0.18846426904201508,9.999999747378752e-06
57,0.11909463256597519,0.18829753994941711,9.999999747378752e-06
58,0.11823726445436478,0.18815790116786957,9.999999747378752e-06
59,0.11964926868677139,0.18814508616924286,9.999999747378752e-06
60,0.1186620369553566,0.1882745623588562,9.999999747378752e-06
61,0.11804765462875366,0.18833357095718384,9.999999747378752e-06
62,0.11825630813837051,0.18832844495773315,9.999999747378752e-06
63,0.11804215610027313,0.18826554715633392,4.999999873689376e-06
64,0.11891283839941025,0.18821127712726593,4.999999873689376e-06
65,0.1184968426823616,0.1881386637687683,4.999999873689376e-06
66,0.11834580451250076,0.1880890429019928,4.999999873689376e-06
67,0.11836447566747665,0.18809643387794495,2.499999936844688e-06
68,0.11781194806098938,0.18806208670139313,2.499999936844688e-06
69,0.11786840856075287,0.18806156516075134,2.499999936844688e-06
70,0.11765863001346588,0.18805256485939026,2.499999936844688e-06
71,0.11841787397861481,0.18803635239601135,2.499999936844688e-06
72,0.11954455822706223,0.18804599344730377,2.499999936844688e-06
73,0.11774659156799316,0.18806475400924683,2.499999936844688e-06
74,0.1177886575460434,0.18803447484970093,2.499999936844688e-06
75,0.1183224618434906,0.18803521990776062,1.249999968422344e-06
76,0.11683440953493118,0.18804439902305603,1.249999968422344e-06
77,0.11791855841875076,0.1880299150943756,1.249999968422344e-06
78,0.11724619567394257,0.18805277347564697,1.249999968422344e-06
79,0.11758797615766525,0.18805748224258423,6.24999984211172e-07
80,0.11787217110395432,0.18805797398090363,6.24999984211172e-07
81,0.11684054881334305,0.18802401423454285,6.24999984211172e-07
82,0.11829999089241028,0.18801027536392212,6.24999984211172e-07
83,0.11745522916316986,0.18800269067287445,3.12499992105586e-07
84,0.11719800531864166,0.18800342082977295,3.12499992105586e-07
85,0.11910336464643478,0.1880115419626236,3.12499992105586e-07
86,0.1172885075211525,0.18801815807819366,3.12499992105586e-07
87,0.11706674098968506,0.1880287230014801,1.56249996052793e-07
88,0.11893800646066666,0.18805533647537231,1.56249996052793e-07
89,0.11828380078077316,0.18805308640003204,1.56249996052793e-07
90,0.11850154399871826,0.18806520104408264,1.56249996052793e-07
91,0.11778247356414795,0.18812435865402222,1.0000000116860974e-07
92,0.11753933876752853,0.18813425302505493,1.0000000116860974e-07
93,0.11775974929332733,0.18812295794487,1.0000000116860974e-07
