epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
25,0.03239315748214722,0.001,0.07965368777513504,0.010770575143396854,0.04594986513257027,0.1441129595041275,0.02521965466439724
26,0.031020792201161385,0.001,0.07860187441110611,0.011007926426827908,0.04297405108809471,0.1402425915002823,0.023826587945222855
27,0.029859822243452072,0.001,0.0796356350183487,0.011330840177834034,0.040110960602760315,0.13496097922325134,0.022377988323569298
28,0.028058938682079315,0.001,0.07949215918779373,0.010910481214523315,0.03551381453871727,0.12227634340524673,0.01897168904542923
29,0.026927625760436058,0.001,0.07816549390554428,0.010905970819294453,0.0341312400996685,0.12208971381187439,0.018731271848082542
30,0.025603555142879486,0.001,0.0776759460568428,0.010689129121601582,0.030778782442212105,0.11272556334733963,0.01630709320306778
31,0.024759655818343163,0.001,0.07746592909097672,0.010691765695810318,0.02821064554154873,0.10649824887514114,0.01472753006964922
32,0.02386031299829483,0.001,0.07663170248270035,0.010729762725532055,0.027053415775299072,0.10498825460672379,0.014397053979337215
33,0.022863395512104034,0.001,0.07620455324649811,0.010457434691488743,0.025004595518112183,0.09615734219551086,0.012937194667756557
34,0.022920677438378334,0.001,0.07711745798587799,0.011161893606185913,0.02294979616999626,0.08315866440534592,0.011400461196899414
35,0.021791275590658188,0.001,0.0758468359708786,0.010544611141085625,0.0222154688090086,0.08604137599468231,0.011384258046746254
36,0.02123907022178173,0.001,0.07585201412439346,0.010656766593456268,0.02334648370742798,0.0880303680896759,0.012861400842666626
37,0.02051554061472416,0.001,0.07394181936979294,0.010325316339731216,0.023195087909698486,0.09586453437805176,0.013448229990899563
38,0.019904769957065582,0.001,0.07463644444942474,0.010369321331381798,0.026393812149763107,0.10545528680086136,0.01701194979250431
39,0.019657911732792854,0.001,0.07503005117177963,0.010425434447824955,0.020675837993621826,0.08733316510915756,0.011758490465581417
40,0.019209781661629677,0.001,0.07415194809436798,0.010400188155472279,0.021818948909640312,0.08366911858320236,0.01302030123770237
41,0.018676985055208206,0.001,0.07265080511569977,0.010099392384290695,0.020153678953647614,0.08132989704608917,0.011860335245728493
42,0.018804537132382393,0.001,0.07374311238527298,0.010600272566080093,0.01856134459376335,0.0780404806137085,0.01059072744101286
43,0.01846497692167759,0.001,0.07426491379737854,0.010606242343783379,0.020341183990240097,0.08245415985584259,0.012564240954816341
44,0.017962493002414703,0.001,0.07248099893331528,0.010305792093276978,0.01709156483411789,0.0709662139415741,0.009616643190383911
45,0.01758912019431591,0.001,0.07231394201517105,0.010182457976043224,0.01893600821495056,0.08053284883499146,0.011726079508662224
46,0.017206642776727676,0.001,0.07191215455532074,0.010083535686135292,0.02076134644448757,0.0865473523736,0.013749796897172928
47,0.01702691987156868,0.001,0.07126287370920181,0.01009653601795435,0.021356329321861267,0.08342751860618591,0.014439460821449757
48,0.017221365123987198,0.001,0.07307740300893784,0.010467812418937683,0.01617131382226944,0.06223291531205177,0.009492311626672745
49,0.01645205356180668,0.001,0.07075118273496628,0.009875991381704807,0.018870733678340912,0.07513973116874695,0.012364521622657776
50,0.016312865540385246,0.001,0.07052229344844818,0.009963645599782467,0.015211518853902817,0.06304209679365158,0.00899116974323988
51,0.016544422134757042,0.001,0.07173299044370651,0.010284395888447762,0.01645614765584469,0.06222794950008392,0.010290747508406639
52,0.016196949407458305,0.001,0.07070265710353851,0.01006468664854765,0.015210929326713085,0.05587555095553398,0.009032923728227615
53,0.01621626503765583,0.001,0.07033593207597733,0.01023544929921627,0.015928424894809723,0.06171591579914093,0.009993787854909897
54,0.016065353527665138,0.001,0.07070019841194153,0.010106652043759823,0.017340481281280518,0.06788992881774902,0.011609576642513275
55,0.015623330138623714,0.0005,0.06833797693252563,0.009833550080657005,0.016344159841537476,0.06326989829540253,0.01062735728919506
56,0.01540391892194748,0.0005,0.06894082576036453,0.009709147736430168,0.015251269564032555,0.06368042528629303,0.009577697142958641
57,0.01526965107768774,0.0005,0.0690896287560463,0.009656652808189392,0.015852661803364754,0.06926905363798141,0.010278779082000256
58,0.015220006927847862,0.0005,0.06847694516181946,0.009670596569776535,0.01947813108563423,0.08445798605680466,0.013931375928223133
59,0.015001675114035606,0.00025,0.06733223795890808,0.009496882557868958,0.0162908136844635,0.07311809808015823,0.01083748135715723
60,0.015047458931803703,0.00025,0.06854940950870514,0.009624521248042583,0.01857883669435978,0.08309292048215866,0.013151666149497032
61,0.015254402533173561,0.00025,0.06904724985361099,0.009833866730332375,0.01678880676627159,0.0751316174864769,0.011378035880625248
62,0.015176673419773579,0.00025,0.06907784193754196,0.009793844074010849,0.015665002167224884,0.07159239798784256,0.010321852751076221
