epoch,loss,lr,mae,mape,mse,msle,rmse,val_loss,val_mae,val_mape,val_mse,val_msle,val_rmse
0,1.345316481590271,1e-04,0.2842031,163797730.0,0.09388722,0.05950894,0.30586073,1.3869261741638184,0.340011864900589,181674624.0,0.1408589780330658,0.08391883969306946,0.37531185150146484
1,1.323021912574768,1e-04,0.2691469,123166450.0,0.080684744,0.0472958,0.28397655,1.37674081325531,0.3397340178489685,179860480.0,0.14010001718997955,0.08352209627628326,0.37429937720298767
2,1.3068218231201172,1e-04,0.25133437,97484936.0,0.07406617,0.03983282,0.27208787,1.3660309314727783,0.3386104702949524,185734816.0,0.13912315666675568,0.08352819085121155,0.3729921579360962
3,1.2946877002716064,1e-04,0.24134994,89019900.0,0.07169328,0.03709803,0.26745546,1.3521242141723633,0.3325185775756836,176817504.0,0.1350121945142746,0.08058454841375351,0.36744004487991333
4,1.2803028345108032,1e-04,0.22906479,83398570.0,0.06712039,0.033632226,0.25882894,1.3405877351760864,0.3308734595775604,175493376.0,0.13328847289085388,0.07966192066669464,0.36508694291114807
5,1.2682604789733887,1e-04,0.22230105,82401770.0,0.064915225,0.032492243,0.25426203,1.330217719078064,0.3310714662075043,178049680.0,0.13280293345451355,0.0798766016960144,0.36442136764526367
6,1.2559866189956665,1e-04,0.21495931,78704530.0,0.06256468,0.030313903,0.24995753,1.3196732997894287,0.3306676745414734,180301136.0,0.13223543763160706,0.07977569103240967,0.3636419177055359
7,1.246006155014038,1e-04,0.21303122,80534550.0,0.06254839,0.030479187,0.24993007,1.3070203065872192,0.3273792266845703,175215424.0,0.12951883673667908,0.07807865738868713,0.3598872423171997
8,1.232395553588867,1e-04,0.20435698,72037800.0,0.058864824,0.02772839,0.2425551,1.2965824604034424,0.3269098997116089,177636768.0,0.1290273517370224,0.07799582928419113,0.3592037856578827
9,1.2202844619750977,1e-04,0.20073983,73018670.0,0.056684434,0.026763428,0.23798618,1.2847771644592285,0.32464492321014404,172697152.0,0.12710432708263397,0.07642470300197601,0.35651692748069763
