TIME_SIN,TIME_COS,IRRADIATION,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,residual,is_overestimate
0.25881904510252074,0.9659258262890683,0.0,0.30997778436064993,0.10401123674316243,-0.017493143677711487,True
0.3214394653031616,0.9469301294951057,0.0,0.30540479188849834,0.10896605973018397,-0.018114810809493065,True
0.3826834323650898,0.9238795325112867,0.0,0.30439592016186157,0.10679277247162494,-0.018596947193145752,True
0.4422886902190013,0.8968727415326883,0.0,0.30034264233463315,0.10351204137393571,-0.019318142905831337,True
0.49999999999999994,0.8660254037844387,0.0,0.2993303161410539,0.09545540434202332,-0.020333649590611458,True
0.5555702330196022,0.8314696123025452,0.0,0.2896880393199157,0.09260903358595612,-0.021702364087104797,True
0.6087614290087207,0.7933533402912352,0.0,0.29156974977721584,0.09094690762690077,-0.023542379960417747,True
0.6593458151000688,0.7518398074789774,0.0,0.29362174719180323,0.09108258703373423,-0.02568305842578411,True
0.7071067811865476,0.7071067811865476,0.0,0.2952897433234578,0.0914619509745433,-0.028272124007344246,True
0.7518398074789773,0.659345815100069,0.0,0.28599444103695815,0.09337927299010157,-0.031165871769189835,True
0.7933533402912352,0.6087614290087207,0.0,0.28159676093459907,0.09782424269870499,-0.03485243767499924,True
0.8314696123025452,0.5555702330196023,0.0,0.27736438541921515,0.09365142716605618,-0.0388336144387722,True
0.8660254037844386,0.5000000000000001,0.0,0.26069191722563057,0.09404739919948829,-0.043145373463630676,True
0.8968727415326884,0.44228869021900125,0.0,0.25688100533099867,0.09721676386147754,-0.04755378141999245,True
0.9238795325112867,0.38268343236508984,0.0,0.24889511752743476,0.09772453310330625,-0.052737943828105927,True
0.9469301294951057,0.3214394653031615,0.0,0.235127333503653,0.08996563647484684,-0.05857124924659729,True
0.9659258262890683,0.25881904510252074,0.0,0.22891364209561305,0.08279896197812403,-0.064466692507267,True
0.9807852804032304,0.19509032201612833,0.0,0.2275025919829794,0.07832745187746265,-0.07195664197206497,True
0.9914448613738104,0.1305261922200517,0.0,0.21791369750282796,0.07708182633999133,-0.0806131437420845,True
0.9978589232386035,0.06540312923014305,0.0025829470449353228,0.20828095500036792,0.07594297437856928,-0.0910598412156105,True
1.0,6.123233995736766e-17,0.01179684995177664,0.20836389516610154,0.08220915583958704,-0.09162241160233589,True
0.9978589232386035,-0.06540312923014292,0.019146631668844658,0.20952207471901718,0.08822499848914761,-0.09656324807150474,True
0.9914448613738105,-0.13052619222005138,0.03862095962378331,0.21075085330157628,0.0923805560457795,-0.08695122923338028,True
0.9807852804032305,-0.19509032201612797,0.09419282563558733,0.22511121134081558,0.11821093061566151,-0.03163693634688555,True
0.9659258262890683,-0.25881904510252085,0.181522249304982,0.2593756297658316,0.18135504627910287,0.04787095134928682,False
0.9469301294951057,-0.3214394653031616,0.2891107053737624,0.28150457879680335,0.22558108043519792,0.04264904219375926,False
0.9238795325112867,-0.3826834323650897,0.3484939907058194,0.30055256648942796,0.25752570263725955,0.035687845065169865,False
0.8968727415326884,-0.44228869021900113,0.40799100570725927,0.33871468039698294,0.30895369424729296,0.048313161836172736,False
0.8660254037844387,-0.4999999999999998,0.414125989828838,0.3693454715497395,0.3329837615811693,0.0285292930862327,False
0.8314696123025451,-0.5555702330196023,0.46353385785531503,0.38439663985507866,0.35629672306798615,0.06395195181093283,False
0.7933533402912352,-0.6087614290087207,0.5195934864519867,0.4157971759318073,0.3957795566010189,0.09672382301227478,False
0.7518398074789774,-0.6593458151000688,0.5691839359820678,0.4592642417976214,0.44150413024854235,0.11353623055505435,False
0.7071067811865476,-0.7071067811865475,0.5954002665747745,0.4731366385467093,0.45732157710881244,0.10239748676260929,False
0.6593458151000686,-0.7518398074789776,0.6392965504547834,0.501611686984476,0.5003199357506902,0.12766954143517661,False
0.6087614290087204,-0.7933533402912353,0.6886658422605698,0.531615719823815,0.5149805061640931,0.08905841094584488,False
0.5555702330196022,-0.8314696123025453,0.7278583086624556,0.571993560628095,0.5489313238816831,0.022952628719494772,False
0.49999999999999994,-0.8660254037844387,0.7536599287334844,0.6003375832698119,0.5578086698932825,-0.02065857240631519,True
0.4422886902190013,-0.8968727415326883,0.7961966570646373,0.6302393576865404,0.5796399457759287,-0.08574333779073984,True
0.3826834323650899,-0.9238795325112867,0.8264325956812113,0.6651451405383759,0.6127810720922595,-0.08791745733171674,True
0.32143946530316175,-0.9469301294951056,0.8585564815193256,0.6716330617696686,0.6466228295703209,-0.08664685160789598,True
0.258819045102521,-0.9659258262890682,0.8717962400140611,0.6864136321810996,0.6759824759262554,-0.12695789696393767,True
0.19509032201612816,-0.9807852804032304,0.8832160039205057,0.729712472640581,0.7467879927822729,-0.13670291505909138,True
0.13052619222005157,-0.9914448613738104,0.8991286315142727,0.7516245265088435,0.7724431523889383,-0.12267877841554353,True
0.06540312923014312,-0.9978589232386035,0.8676501456072576,0.7790418389859812,0.7618727644801659,-0.14037347137592582,True
1.2246467991473532e-16,-1.0,0.8618032928662391,0.7798411627201327,0.8027270092029117,-0.12806661957807441,True
-0.06540312923014287,-0.9978589232386035,0.8893500388686493,0.8462619713017074,0.8048908937260313,-0.08213287377246903,True
-0.13052619222005132,-0.9914448613738105,0.8702831165638232,0.8237164537385384,0.8329165121591702,-0.09360674156401372,True
