Feature,Mean_Overestimate,Mean_Underestimate,Difference,abs_diff
TIME_COS,0.16629285276368264,-0.6071983498915879,0.7734912026552706,0.7734912026552706
TIME_SIN,0.09235321601985573,-0.3346474976744722,0.42700071369432796,0.42700071369432796
IRRADIATION,0.15876142645034919,0.40484968654595166,-0.24608826009560247,0.24608826009560247
MODULE_TEMPERATURE,0.2213737033859519,0.44560893145882374,-0.22423522807287186,0.22423522807287186
AMBIENT_TEMPERATURE,0.34629678754965787,0.5520864843336156,-0.20578969678395775,0.20578969678395775
