epoch,loss,lr,mae,mape,mse,msle,rmse,val_loss,val_mae,val_mape,val_mse,val_msle,val_rmse
0,0.15740682184696198,5e-05,0.1278083,2384536.5,0.04494587,0.016397605,0.21133189,0.2642262279987335,0.2663407325744629,2631503.0,0.15183499455451965,0.05825893580913544,0.3896600902080536
1,0.1485438823699951,5e-05,0.11341973,4084629.2,0.036197025,0.013557436,0.18995051,0.2445979118347168,0.2379409819841385,6119114.0,0.13231532275676727,0.05081641674041748,0.36375173926353455
2,0.1377663344144821,5e-05,0.098861225,7956586.5,0.025523305,0.010351644,0.15950796,0.21977287530899048,0.20368793606758118,16255772.0,0.10758857429027557,0.04293041303753853,0.3280069828033447
3,0.12899362444877624,5e-05,0.08947666,17928228.0,0.0168495,0.008257429,0.1294111,0.19563230872154236,0.19553864002227783,31319520.0,0.08355168998241425,0.03764613717794418,0.2890530824661255
4,0.12937210649251937,5e-05,0.093556285,22655220.0,0.017335942,0.009281856,0.13084011,0.19381090998649597,0.18887877464294434,24452264.0,0.08184108883142471,0.03648662194609642,0.2860788106918335
5,0.12590040117502213,5e-05,0.08286609,17837238.0,0.0139736505,0.0070890808,0.11768863,0.20040731132030487,0.1807047724723816,14740089.0,0.08854369819164276,0.03684721514582634,0.29756292700767517
6,0.12319145798683166,5e-05,0.071447745,12575211.0,0.011366813,0.005269301,0.10651557,0.20039382576942444,0.1740570068359375,12524834.0,0.08862553536891937,0.03646830469369888,0.2977004051208496
7,0.12112514525651932,5e-05,0.06637364,13189486.0,0.009391306,0.0043764175,0.096716866,0.1857820451259613,0.16153191030025482,14853946.0,0.07409750670194626,0.031909722834825516,0.272208571434021
8,0.11971082687377929,5e-05,0.064866714,13896843.0,0.008057753,0.004063538,0.089197166,0.16960205137729645,0.1433674693107605,16959884.0,0.05799686163663864,0.026539161801338196,0.2408253699541092
9,0.11884615272283554,5e-05,0.062613696,15468491.0,0.0072753755,0.0038260042,0.084823534,0.17066995799541473,0.14848046004772186,15016239.0,0.05915265157818794,0.02696552686393261,0.24321317672729492
10,0.11866601556539536,5e-05,0.060599815,13963462.0,0.0071865194,0.003784982,0.084727205,0.1800398975610733,0.16495952010154724,12962292.0,0.06861831247806549,0.030447054654359818,0.2619509696960449
11,0.11835116147994995,5e-05,0.059905272,13479427.0,0.0069696843,0.0036977,0.08340509,0.17232169210910797,0.15483078360557556,13850524.0,0.0610010027885437,0.027828332036733627,0.24698381125926971
12,0.11824788898229599,5e-05,0.061065696,14184160.0,0.0069682635,0.0037490814,0.08322124,0.167046457529068,0.14865559339523315,14793546.0,0.05583001673221588,0.026182934641838074,0.23628376424312592
13,0.11794421672821045,5e-05,0.059624456,14734910.0,0.006771926,0.0036400664,0.082168505,0.1679099053144455,0.1486537754535675,13668418.0,0.056804608553647995,0.026126228272914886,0.2383371740579605
14,0.11782215535640717,5e-05,0.059692036,13876752.0,0.006762286,0.0036340319,0.08192108,0.16613182425498962,0.14440478384494781,13125982.0,0.055139899253845215,0.02543291449546814,0.23481886088848114
15,0.11772598326206207,5e-05,0.05975873,13864782.0,0.0067790477,0.0035824482,0.0821497,0.16059957444667816,0.13735485076904297,14504719.0,0.04972011223435402,0.0234114658087492,0.2229800671339035
16,0.1175790548324585,5e-05,0.060689032,13763728.0,0.006744505,0.0035956583,0.081882596,0.16199547052383423,0.13802236318588257,13745066.0,0.051227811723947525,0.023899920284748077,0.22633561491966248
17,0.11721433848142623,5e-05,0.060215235,14530712.0,0.006490032,0.003471634,0.080314055,0.15655924379825592,0.13115686178207397,13966169.0,0.04590027779340744,0.021815000101923943,0.21424350142478943
18,0.11739358305931091,5e-05,0.06011618,13730738.0,0.0067783757,0.0036082622,0.082264826,0.16048401594161987,0.13643711805343628,12890738.0,0.049934275448322296,0.023319629952311516,0.22345978021621704
19,0.11689902544021606,5e-05,0.059924822,15423726.0,0.006393511,0.0034742646,0.07956091,0.15152549743652344,0.12565574049949646,14034967.0,0.04108627513051033,0.019975224509835243,0.2026975005865097
20,0.1170173317193985,5e-05,0.059774257,13932560.0,0.0066225813,0.0035186019,0.081133865,0.15753722190856934,0.13334921002388,12764430.0,0.047209180891513824,0.022325636819005013,0.21727673709392548
21,0.117573082447052,5e-05,0.0616961,14641451.0,0.0072891847,0.003868298,0.08528633,0.158914715051651,0.13362817466259003,12152436.0,0.04869624227285385,0.02280711755156517,0.22067224979400635
22,0.11709530353546142,5e-05,0.06162284,15297437.0,0.0069202455,0.0038179115,0.08281939,0.1458553522825241,0.11848016828298569,14619558.0,0.03574562817811966,0.01782604679465294,0.1890651434659958
