epoch,loss,val_loss,learning_rate
1,1.4184573888778687,1.4027243852615356,9.999999747378752e-05
2,1.3016347885131836,1.372557520866394,9.999999747378752e-05
3,1.258586049079895,1.3404022455215454,9.999999747378752e-05
4,1.2240266799926758,1.3073567152023315,9.999999747378752e-05
5,1.1910772323608398,1.2740823030471802,9.999999747378752e-05
6,1.158974528312683,1.2413209676742554,9.999999747378752e-05
7,1.1281750202178955,1.208300232887268,9.999999747378752e-05
8,1.099230408668518,1.1757774353027344,9.999999747378752e-05
9,1.0694998502731323,1.143536925315857,9.999999747378752e-05
10,1.0418353080749512,1.1112346649169922,9.999999747378752e-05
11,1.0142641067504883,1.0795766115188599,9.999999747378752e-05
12,0.9881870150566101,1.0479273796081543,9.999999747378752e-05
13,0.9623693823814392,1.0167185068130493,9.999999747378752e-05
14,0.9370484352111816,0.9856334328651428,9.999999747378752e-05
15,0.9123010635375977,0.9560235738754272,9.999999747378752e-05
16,0.889253556728363,0.9259428381919861,9.999999747378752e-05
17,0.8648092746734619,0.8979899883270264,9.999999747378752e-05
18,0.8428870439529419,0.8701590895652771,9.999999747378752e-05
19,0.8204001784324646,0.8432241678237915,9.999999747378752e-05
20,0.7994948029518127,0.8170124888420105,9.999999747378752e-05
21,0.7789581418037415,0.7919799089431763,9.999999747378752e-05
22,0.7591848969459534,0.76927649974823,9.999999747378752e-05
23,0.7393139004707336,0.7450004816055298,9.999999747378752e-05
24,0.7202320098876953,0.7227247357368469,9.999999747378752e-05
25,0.7015124559402466,0.7023966312408447,9.999999747378752e-05
26,0.6836391091346741,0.6811438202857971,9.999999747378752e-05
27,0.6655264496803284,0.6614530086517334,9.999999747378752e-05
28,0.6482332348823547,0.6431509852409363,9.999999747378752e-05
29,0.6322693824768066,0.6248422861099243,9.999999747378752e-05
30,0.6153736710548401,0.6077274680137634,9.999999747378752e-05
31,0.6002456545829773,0.5907018780708313,9.999999747378752e-05
32,0.5850653648376465,0.5758760571479797,9.999999747378752e-05
33,0.5714408159255981,0.5608720779418945,9.999999747378752e-05
34,0.5560828447341919,0.5464303493499756,9.999999747378752e-05
35,0.542830765247345,0.5315733551979065,9.999999747378752e-05
36,0.5284065008163452,0.5176823139190674,9.999999747378752e-05
37,0.514977216720581,0.5044332146644592,9.999999747378752e-05
38,0.5018458962440491,0.49175262451171875,9.999999747378752e-05
39,0.49011310935020447,0.47935500741004944,9.999999747378752e-05
40,0.4773246645927429,0.46758103370666504,9.999999747378752e-05
41,0.4661054313182831,0.45616665482521057,9.999999747378752e-05
42,0.45405465364456177,0.44491371512413025,9.999999747378752e-05
43,0.44344979524612427,0.43413785099983215,9.999999747378752e-05
44,0.433182030916214,0.4245366156101227,9.999999747378752e-05
45,0.4221562445163727,0.41336590051651,9.999999747378752e-05
46,0.4124290943145752,0.4030520021915436,9.999999747378752e-05
47,0.4022414982318878,0.3935459554195404,9.999999747378752e-05
48,0.3936655819416046,0.38405269384384155,9.999999747378752e-05
49,0.38365593552589417,0.37571364641189575,9.999999747378752e-05
50,0.3744485080242157,0.3659589886665344,9.999999747378752e-05
51,0.3657791316509247,0.35773393511772156,9.999999747378752e-05
52,0.3577828109264374,0.34951987862586975,9.999999747378752e-05
53,0.3491252362728119,0.34245675802230835,9.999999747378752e-05
54,0.3411296308040619,0.33526870608329773,9.999999747378752e-05
55,0.33361244201660156,0.3275223970413208,9.999999747378752e-05
56,0.3269030749797821,0.3196420967578888,9.999999747378752e-05
57,0.3186618685722351,0.3130404055118561,9.999999747378752e-05
58,0.31159478425979614,0.30548861622810364,9.999999747378752e-05
59,0.3046010136604309,0.29860761761665344,9.999999747378752e-05
60,0.29773998260498047,0.2927646338939667,9.999999747378752e-05
61,0.2912849187850952,0.2852620780467987,9.999999747378752e-05
62,0.28531017899513245,0.27920570969581604,9.999999747378752e-05
63,0.2791714072227478,0.27332091331481934,9.999999747378752e-05
64,0.27393171191215515,0.2671003043651581,9.999999747378752e-05
65,0.2674332857131958,0.26251333951950073,9.999999747378752e-05
66,0.2622939944267273,0.25750571489334106,9.999999747378752e-05
67,0.2569100558757782,0.2511747181415558,9.999999747378752e-05
68,0.25129011273384094,0.2457057535648346,9.999999747378752e-05
69,0.2463688850402832,0.24122320115566254,9.999999747378752e-05
70,0.24141758680343628,0.236077681183815,9.999999747378752e-05
71,0.23600196838378906,0.23154595494270325,9.999999747378752e-05
72,0.23167850077152252,0.22735053300857544,9.999999747378752e-05
73,0.2268102616071701,0.22278477251529694,9.999999747378752e-05
74,0.22256137430667877,0.2181355357170105,9.999999747378752e-05
75,0.21804220974445343,0.2143031507730484,9.999999747378752e-05
76,0.21427038311958313,0.2099328339099884,9.999999747378752e-05
77,0.20992404222488403,0.20591528713703156,9.999999747378752e-05
78,0.20623432099819183,0.20250074565410614,9.999999747378752e-05
79,0.20211192965507507,0.19871558248996735,9.999999747378752e-05
80,0.19806835055351257,0.19519160687923431,9.999999747378752e-05
81,0.19452354311943054,0.19177281856536865,9.999999747378752e-05
82,0.19145692884922028,0.18901431560516357,9.999999747378752e-05
83,0.1877443492412567,0.1859518140554428,9.999999747378752e-05
84,0.1845945566892624,0.1832883059978485,9.999999747378752e-05
85,0.1809781938791275,0.1790122538805008,9.999999747378752e-05
86,0.1780577003955841,0.17589104175567627,9.999999747378752e-05
87,0.17516273260116577,0.173539400100708,9.999999747378752e-05
88,0.1719600111246109,0.17069120705127716,9.999999747378752e-05
89,0.16951961815357208,0.1677548587322235,9.999999747378752e-05
90,0.16631874442100525,0.16507340967655182,9.999999747378752e-05
91,0.16322065889835358,0.16263195872306824,9.999999747378752e-05
92,0.16061297059059143,0.15974335372447968,9.999999747378752e-05
93,0.15845082700252533,0.15687312185764313,9.999999747378752e-05
94,0.15516886115074158,0.15474316477775574,9.999999747378752e-05
95,0.1535327136516571,0.1523166447877884,9.999999747378752e-05
96,0.1510065197944641,0.1504398137331009,9.999999747378752e-05
97,0.14850421249866486,0.14802950620651245,9.999999747378752e-05
98,0.14591741561889648,0.14565061032772064,9.999999747378752e-05
99,0.14388900995254517,0.1431238055229187,9.999999747378752e-05
100,0.14317917823791504,0.1411529779434204,9.999999747378752e-05
101,0.14044424891471863,0.1388317495584488,9.999999747378752e-05
102,0.13821843266487122,0.13712243735790253,9.999999747378752e-05
103,0.13650210201740265,0.1356278508901596,9.999999747378752e-05
104,0.1346602588891983,0.13351695239543915,9.999999747378752e-05
105,0.13281138241291046,0.131695955991745,9.999999747378752e-05
106,0.1303587704896927,0.129844531416893,9.999999747378752e-05
107,0.12887033820152283,0.12825103104114532,9.999999747378752e-05
108,0.12742778658866882,0.1268058866262436,9.999999747378752e-05
109,0.12548841536045074,0.12496627122163773,9.999999747378752e-05
110,0.12442715466022491,0.12347692996263504,9.999999747378752e-05
111,0.12287414073944092,0.12181617319583893,9.999999747378752e-05
112,0.12120040506124496,0.12080512195825577,9.999999747378752e-05
113,0.11970862001180649,0.12016966938972473,9.999999747378752e-05
114,0.1183621883392334,0.11851411312818527,9.999999747378752e-05
115,0.11704378575086594,0.11842771619558334,9.999999747378752e-05
116,0.1153937429189682,0.1157630980014801,9.999999747378752e-05
117,0.11449272930622101,0.11398347467184067,9.999999747378752e-05
118,0.11338569968938828,0.11335818469524384,9.999999747378752e-05
119,0.11159664392471313,0.11167465150356293,9.999999747378752e-05
120,0.11003177613019943,0.11001725494861603,9.999999747378752e-05
121,0.10904023796319962,0.10925488919019699,9.999999747378752e-05
122,0.10781709104776382,0.10750975459814072,9.999999747378752e-05
123,0.10694654285907745,0.10643734782934189,9.999999747378752e-05
124,0.10560708492994308,0.10509122908115387,9.999999747378752e-05
125,0.10422375053167343,0.10406213253736496,9.999999747378752e-05
