epoch,loss,lr,mae,mse,val_loss,val_mae,val_mse
35,0.0186262559145689,0.001,0.06830405443906784,0.00833810679614544,0.027370478957891464,0.10237841308116913,0.017365988343954086
36,0.018454525619745255,0.001,0.06818422675132751,0.008726323954761028,0.02682780660688877,0.10250672698020935,0.017448363825678825
37,0.018480708822607994,0.001,0.0724300742149353,0.009339011274278164,0.018268588930368423,0.07516858726739883,0.00923869013786316
38,0.01904752478003502,0.001,0.07382694631814957,0.010251668281853199,0.017410075291991234,0.07132218033075333,0.00876742321997881
39,0.01702416129410267,0.001,0.06832034885883331,0.00862746313214302,0.020501267164945602,0.08380494266748428,0.01238298136740923
40,0.017221342772245407,0.001,0.07163767516613007,0.009257683530449867,0.0164676234126091,0.07125568389892578,0.008662460371851921
41,0.01616055518388748,0.001,0.0673680305480957,0.008427144959568977,0.015751361846923828,0.06969540566205978,0.008222649805247784
42,0.015860630199313164,0.001,0.06815607100725174,0.008478431962430477,0.015366382896900177,0.07062692940235138,0.008179526776075363
43,0.015457361936569214,0.001,0.06661564111709595,0.008303080685436726,0.013921122997999191,0.06664028763771057,0.006943059153854847
44,0.01516527310013771,0.001,0.06640331447124481,0.008234156295657158,0.013056367635726929,0.06466932594776154,0.0062650651670992374
45,0.015042108483612537,0.001,0.06668496876955032,0.00832417793571949,0.012757662683725357,0.06478682160377502,0.006178304553031921
46,0.01475636288523674,0.001,0.06624840199947357,0.00823240913450718,0.012562228366732597,0.06487427651882172,0.0061529455706477165
47,0.014834276400506496,0.001,0.0664786621928215,0.008446716703474522,0.012400668114423752,0.06506385654211044,0.0061760288663208485
48,0.014914433471858501,0.001,0.06856189668178558,0.008760829456150532,0.012144637294113636,0.06466197222471237,0.006076185032725334
49,0.01440360862761736,0.001,0.06597866863012314,0.00837638508528471,0.012659858912229538,0.0669468343257904,0.0066924612037837505
50,0.014350255951285362,0.001,0.06661400943994522,0.008506771177053452,0.013946899212896824,0.07252882421016693,0.008086631074547768
51,0.013956530950963497,0.001,0.06490125507116318,0.008230586536228657,0.01267184317111969,0.06904153525829315,0.007033786736428738
52,0.014007980935275555,0.001,0.06575813889503479,0.00840456411242485,0.013368336483836174,0.07162681967020035,0.007809101603925228
53,0.013690918684005737,0.0005,0.06565536558628082,0.008210080675780773,0.014557299204170704,0.07593374699354172,0.009019487537443638
54,0.01404575165361166,0.0005,0.0659063309431076,0.008584689348936081,0.011418377980589867,0.06452468782663345,0.006151651032269001
55,0.014043743722140789,0.0005,0.0669979602098465,0.008674021810293198,0.013104981742799282,0.06969664990901947,0.007681054994463921
56,0.013874849304556847,0.0005,0.06682097166776657,0.008558903820812702,0.011085141450166702,0.06225245073437691,0.0058354707434773445
57,0.013582027517259121,0.0005,0.06618980318307877,0.00835404358804226,0.011815824545919895,0.06550740450620651,0.00656539062038064
58,0.013597855344414711,0.0005,0.06466571986675262,0.00833989679813385,0.011064231395721436,0.0627296194434166,0.005909784696996212
59,0.01407880149781704,0.0005,0.0670449510216713,0.00892183929681778,0.013128665275871754,0.07018924504518509,0.007916951552033424
60,0.013818756677210331,0.0005,0.0664634108543396,0.008697915822267532,0.011587300337851048,0.064671091735363,0.006498668808490038
61,0.013157617300748825,0.00025,0.06474260240793228,0.008113713935017586,0.010882978327572346,0.06179969012737274,0.005848609376698732
62,0.013562590815126896,0.00025,0.06499502062797546,0.008506600745022297,0.010790208354592323,0.0613657683134079,0.00577660882845521
63,0.013614853844046593,0.00025,0.06661476939916611,0.008615805767476559,0.010491650551557541,0.05991554260253906,0.005537103861570358
64,0.013415783643722534,0.00025,0.06584890186786652,0.008427400141954422,0.010730811394751072,0.060965925455093384,0.005756978876888752
65,0.014102489687502384,0.00025,0.06811313331127167,0.009156809188425541,0.0112430639564991,0.06295876204967499,0.006258480716496706
66,0.01332768239080906,0.00025,0.06573490053415298,0.008388476446270943,0.010284988209605217,0.058623429387807846,0.005412169732153416
67,0.013530491851270199,0.00025,0.06703914701938629,0.008626448921859264,0.010902694426476955,0.061703942716121674,0.005973614286631346
68,0.012901428155601025,0.00025,0.06450936943292618,0.008022182621061802,0.010608740150928497,0.06075938045978546,0.005722252186387777
69,0.01322446670383215,0.00025,0.06467491388320923,0.008324817754328251,0.010677528567612171,0.061322372406721115,0.005817496217787266
70,0.013212872669100761,0.00025,0.0661424770951271,0.008384998887777328,0.011081994511187077,0.06298184394836426,0.00621158629655838
71,0.01310448907315731,0.000125,0.06388945132493973,0.008226010017096996,0.010456160642206669,0.05996670946478844,0.005623198114335537
72,0.013043098151683807,0.000125,0.06539174914360046,0.008226451463997364,0.010587655939161777,0.06061406433582306,0.005757175385951996
73,0.013089488260447979,0.000125,0.0639738142490387,0.008240075781941414,0.010538308881223202,0.06041540205478668,0.005719617009162903
74,0.013160638511180878,0.000125,0.0651215985417366,0.008368602953851223,0.01009291410446167,0.05800822004675865,0.005322371143847704
75,0.013510752469301224,0.000125,0.06706232577562332,0.008716613054275513,0.010489326901733875,0.059843260794878006,0.005680995061993599
76,0.01324806921184063,0.000125,0.06449183821678162,0.008430268615484238,0.010143219493329525,0.058164432644844055,0.0053734323009848595
77,0.013239307329058647,0.000125,0.06639362871646881,0.008511471562087536,0.010086869820952415,0.05795608460903168,0.005334288347512484
78,0.012918679043650627,0.000125,0.06382084637880325,0.00815466046333313,0.010080523788928986,0.05797687545418739,0.005337935872375965
79,0.012821103446185589,6.25e-05,0.06437226384878159,0.008076116442680359,0.010096583515405655,0.05802827700972557,0.005355462897568941
80,0.013098402880132198,6.25e-05,0.06479723006486893,0.008355356752872467,0.010082033462822437,0.057928938418626785,0.0053457580506801605
81,0.01330873928964138,6.25e-05,0.06583590060472488,0.008582651615142822,0.010005686432123184,0.05749445781111717,0.005282772239297628
82,0.013261787593364716,6.25e-05,0.0654146671295166,0.008530018851161003,0.009958744049072266,0.05715516582131386,0.005239787045866251
83,0.013341729529201984,6.25e-05,0.06630691885948181,0.00864263717085123,0.009884798899292946,0.05664520338177681,0.005176589824259281
84,0.013279354199767113,6.25e-05,0.06471899151802063,0.008532220497727394,0.010208403691649437,0.05819246172904968,0.005469785071909428
85,0.013081729412078857,6.25e-05,0.06515653431415558,0.008372635580599308,0.009816423989832401,0.056202348321676254,0.0051292674615979195
86,0.012807969003915787,6.25e-05,0.06463080644607544,0.008124671876430511,0.009810113348066807,0.05626704543828964,0.005133993458002806
87,0.012991516850888729,6.25e-05,0.06507033854722977,0.008313020691275597,0.00987334456294775,0.05671638995409012,0.005189713090658188
88,0.01295100711286068,6.25e-05,0.0647960752248764,0.008270339109003544,0.009909767657518387,0.056988850235939026,0.005229189060628414
89,0.013343926519155502,6.25e-05,0.06679446250200272,0.008684291504323483,0.009797947481274605,0.056296683847904205,0.005133520346134901
90,0.013104104436933994,3.125e-05,0.06572023779153824,0.0084317522123456,0.00986940972507,0.05665215849876404,0.005187623668462038
91,0.013163944706320763,3.125e-05,0.06528148055076599,0.008481086231768131,0.009900039993226528,0.05683427304029465,0.00521663436666131
92,0.012701320461928844,3.125e-05,0.06355234235525131,0.00802233349531889,0.009841380640864372,0.056526876986026764,0.005169640760868788
93,0.012910906225442886,3.125e-05,0.06492289900779724,0.008246347308158875,0.009801287204027176,0.05634835734963417,0.00514175882562995
94,0.013085437007248402,1.5625e-05,0.06533794105052948,0.00842506717890501,0.009775874204933643,0.05612490326166153,0.00511544244363904
95,0.012939585372805595,1.5625e-05,0.06552553921937943,0.008278840221464634,0.009790001437067986,0.056201837956905365,0.005128209013491869
96,0.013070647604763508,1.5625e-05,0.06532782316207886,0.00841069221496582,0.009766673669219017,0.05600632354617119,0.005106765311211348
97,0.013212650083005428,1.5625e-05,0.06575373560190201,0.008549601770937443,0.009767518378794193,0.05600692704319954,0.005106422118842602
98,0.01286759041249752,7.8125e-06,0.0644582137465477,0.008205315098166466,0.009766140021383762,0.055994726717472076,0.00510485889390111
99,0.012618709355592728,7.8125e-06,0.0638064369559288,0.007959727197885513,0.009752189740538597,0.05591372027993202,0.005095412023365498
100,0.012726343236863613,7.8125e-06,0.06402135640382767,0.008068352937698364,0.009752918966114521,0.0559089221060276,0.005095994099974632
101,0.013135148212313652,7.8125e-06,0.06565839052200317,0.008478728123009205,0.009768466465175152,0.056047406047582626,0.0051125031895935535
102,0.013283844105899334,3.90625e-06,0.06634505093097687,0.00862837303429842,0.009748714044690132,0.05589922517538071,0.005094235762953758
103,0.012776795774698257,3.90625e-06,0.06492882966995239,0.008122152648866177,0.009757909923791885,0.055968642234802246,0.005103014875203371
104,0.012734395451843739,3.90625e-06,0.0641028881072998,0.008080238476395607,0.009728912264108658,0.055730730295181274,0.005075178109109402
105,0.012899200432002544,3.90625e-06,0.06505177170038223,0.008245015516877174,0.009731888771057129,0.0557551272213459,0.005077562760561705
106,0.012713970616459846,1.953125e-06,0.0642305314540863,0.008059527724981308,0.009725076146423817,0.05568912997841835,0.00507072638720274
107,0.013082420453429222,1.953125e-06,0.06541082262992859,0.008428403176367283,0.009714487008750439,0.055594298988580704,0.005060908850282431
108,0.012841576710343361,1.953125e-06,0.06448208540678024,0.008187617175281048,0.00972284097224474,0.05566977337002754,0.005069037899374962
109,0.012693402357399464,1.953125e-06,0.06430774927139282,0.008040104992687702,0.009726148098707199,0.05570632219314575,0.005073140375316143
110,0.013178248889744282,1.953125e-06,0.06533131748437881,0.008525178767740726,0.009726804681122303,0.055712491273880005,0.0050740921869874
111,0.012752892449498177,1.953125e-06,0.06410326063632965,0.00810052827000618,0.009732330217957497,0.055764924734830856,0.005080095957964659
112,0.01319955661892891,9.765625e-07,0.06627126038074493,0.008547800593078136,0.009724278002977371,0.05569940432906151,0.005072719417512417
113,0.012830446474254131,9.765625e-07,0.0647626742720604,0.008178704418241978,0.009729073382914066,0.05574499070644379,0.00507710687816143
114,0.013130877166986465,9.765625e-07,0.06663579493761063,0.008478839881718159,0.009742273017764091,0.05585326999425888,0.005090199876576662
115,0.01286004576832056,9.765625e-07,0.06485313922166824,0.008207962848246098,0.0097556933760643,0.055970389395952225,0.005103605799376965
116,0.013183957897126675,4.882813e-07,0.06599771976470947,0.008531966246664524,0.009758724831044674,0.05599908158183098,0.005106848664581776
117,0.013285305351018906,4.882813e-07,0.06542575359344482,0.008633391000330448,0.009742649272084236,0.0558621846139431,0.005090759135782719
