epoch,loss,mse,rmse,mae,mape,msle,val_loss,val_mse,val_rmse,val_mae,val_mape,val_msle,lr
1,1.7300950288772583,0.47296246886253357,0.6343364119529724,0.5358796119689941,203685856.0,0.10184895992279053,1.3275467157363892,0.07285766303539276,0.22581756114959717,0.18273144960403442,21658244.0,0.04465174674987793,9.999999747378752e-05
2,1.4045108556747437,0.1526297926902771,0.3913409411907196,0.3126736879348755,154844096.0,0.027781173586845398,1.315751552581787,0.06766185164451599,0.22140106558799744,0.18505902588367462,31807074.0,0.04102236405014992,9.999999747378752e-05
3,1.3199557065963745,0.0753466859459877,0.278566837310791,0.21501892805099487,83677456.0,0.02298024669289589,1.3026816844940186,0.06251224875450134,0.21679143607616425,0.18499478697776794,39661300.0,0.03757093846797943,9.999999747378752e-05
4,1.2964729070663452,0.06016857922077179,0.2506659924983978,0.1999792754650116,92069984.0,0.01623206026852131,1.290149450302124,0.05871462821960449,0.2138529121875763,0.18559034168720245,46637580.0,0.03519359230995178,9.999999747378752e-05
5,1.2761167287826538,0.048846591264009476,0.22507232427597046,0.17617665231227875,74018344.0,0.014874603599309921,1.27815842628479,0.05610055848956108,0.21227571368217468,0.18670885264873505,52712220.0,0.03367573022842407,9.999999747378752e-05
6,1.2597870826721191,0.042114078998565674,0.20897023379802704,0.16414012014865875,69806040.0,0.013014237396419048,1.2664132118225098,0.054184917360544205,0.21178586781024933,0.18829350173473358,58382632.0,0.032669804990291595,9.999999747378752e-05
7,1.2440013885498047,0.03631618246436119,0.19369575381278992,0.15113089978694916,61700376.0,0.012053392827510834,1.2546268701553345,0.05256984010338783,0.2113528549671173,0.1893061399459839,63015916.0,0.031857624650001526,9.999999747378752e-05
8,1.2292170524597168,0.03183913603425026,0.1811315417289734,0.14080068469047546,56760008.0,0.01094076968729496,1.2429996728897095,0.0514066182076931,0.2115166187286377,0.1904280185699463,67170000.0,0.03134510666131973,9.999999747378752e-05
9,1.2149239778518677,0.028123656287789345,0.17000243067741394,0.131151020526886,51473632.0,0.01011599600315094,1.2313573360443115,0.0504714697599411,0.21182703971862793,0.19122377038002014,70656712.0,0.030966490507125854,9.999999747378752e-05
10,1.201159119606018,0.025160692632198334,0.1605544239282608,0.12305484712123871,47172500.0,0.009435714222490788,1.2197835445404053,0.04980827867984772,0.2124665528535843,0.19205088913440704,73766288.0,0.030755996704101562,9.999999747378752e-05
11,1.1877732276916504,0.022763662040233612,0.15250779688358307,0.11603137850761414,43446896.0,0.008883974514901638,1.2082561254501343,0.04935881868004799,0.21337981522083282,0.19284717738628387,76551480.0,0.03067503124475479,9.999999747378752e-05
12,1.1747074127197266,0.020839964970946312,0.14576469361782074,0.11006966233253479,40263644.0,0.008432106114923954,1.1968079805374146,0.049125686287879944,0.21462245285511017,0.19370797276496887,79124168.0,0.03072860836982727,9.999999747378752e-05
13,1.1619055271148682,0.01930518075823784,0.1401863992214203,0.10508713126182556,37651072.0,0.00807859469205141,1.1854840517044067,0.04912692680954933,0.21627505123615265,0.1947443038225174,81587024.0,0.03093227930366993,9.999999747378752e-05
14,1.1493196487426758,0.01808520220220089,0.135636106133461,0.10086952894926071,35449660.0,0.007797262165695429,1.1743252277374268,0.04937992990016937,0.2184073030948639,0.1960378736257553,84016616.0,0.031300920993089676,9.999999747378752e-05
15,1.1369082927703857,0.017117075622081757,0.1319570541381836,0.09741362929344177,33652104.0,0.007571044843643904,1.163373589515686,0.04990580305457115,0.22108960151672363,0.19767646491527557,86478256.0,0.03183816000819206,9.999999747378752e-05
16,1.1246401071548462,0.016348805278539658,0.12900413572788239,0.09463328123092651,32211416.0,0.007398389279842377,1.15266752243042,0.050723448395729065,0.2243734896183014,0.19965684413909912,89016416.0,0.03253330662846565,9.999999747378752e-05
17,1.1124893426895142,0.015736518427729607,0.12663818895816803,0.09246876835823059,31119686.0,0.007266979664564133,1.1422300338745117,0.05183903127908707,0.22827184200286865,0.20202268660068512,91648296.0,0.033413827419281006,9.999999747378752e-05
18,1.1004359722137451,0.015243543311953545,0.12473063170909882,0.09075289964675903,30269750.0,0.007168828509747982,1.1320644617080688,0.053240031003952026,0.23274736106395721,0.2049286812543869,94495888.0,0.0344700925052166,9.999999747378752e-05
19,1.0884658098220825,0.01484136562794447,0.12317460030317307,0.08939511328935623,29598152.0,0.007095043547451496,1.1221479177474976,0.05489014461636543,0.2377036064863205,0.20825853943824768,97419160.0,0.03567640483379364,9.999999747378752e-05
20,1.0765712261199951,0.01450836006551981,0.12188577651977539,0.08828159421682358,29038694.0,0.007035760674625635,1.112427830696106,0.05672363564372063,0.24297913908958435,0.21176879107952118,100310648.0,0.0369906984269619,9.999999747378752e-05
21,1.0647464990615845,0.014227723702788353,0.12079714238643646,0.08733425289392471,28570278.0,0.006986612919718027,1.1028164625167847,0.05864189192652702,0.2483474761247635,0.21529793739318848,103039176.0,0.03832443058490753,9.999999747378752e-05
22,1.052990436553955,0.013986723497509956,0.11985764652490616,0.08654183894395828,28178288.0,0.006943395361304283,1.0931936502456665,0.060514502227306366,0.2535250186920166,0.21859779953956604,105464216.0,0.039599377661943436,9.999999747378752e-05
23,1.0413031578063965,0.013776210136711597,0.11903063207864761,0.08587010204792023,27848638.0,0.0069031426683068275,1.0834112167358398,0.06218443438410759,0.25818514823913574,0.22142721712589264,107406984.0,0.040720462799072266,9.999999747378752e-05
24,1.029686689376831,0.013589396141469479,0.11828937381505966,0.08528516441583633,27553896.0,0.006864703260362148,1.0733031034469604,0.06347698718309402,0.26197531819343567,0.22346346080303192,108726568.0,0.0415540486574173,9.999999747378752e-05
25,1.0181435346603394,0.013421192765235901,0.11761415749788284,0.08476457744836807,27295218.0,0.006826919969171286,1.062699794769287,0.06421554088592529,0.26454275846481323,0.22453244030475616,109261640.0,0.04196533188223839,9.999999747378752e-05
26,1.0066771507263184,0.0132678197696805,0.11699080467224121,0.08429501205682755,27053612.0,0.0067892782390117645,1.0514482259750366,0.06424067169427872,0.26556119322776794,0.2243746817111969,108939208.0,0.04186994209885597,9.999999747378752e-05
27,0.995290994644165,0.013126560486853123,0.11640927940607071,0.0838509351015091,26819908.0,0.0067514460533857346,1.0394340753555298,0.06343153119087219,0.2647606134414673,0.22276324033737183,107720216.0,0.04123123735189438,9.999999747378752e-05
28,0.9839885830879211,0.012995348311960697,0.11586228013038635,0.08343338221311569,26601636.0,0.006712387781590223,1.0265997648239136,0.06172577664256096,0.2619553804397583,0.21949777007102966,105495544.0,0.0400269441306591,9.999999747378752e-05
29,0.9727734327316284,0.012872595340013504,0.11534439772367477,0.08304953575134277,26404788.0,0.0066730850376188755,1.0129584074020386,0.05913161486387253,0.257063090801239,0.2145318239927292,102267496.0,0.038262706249952316,9.999999747378752e-05
30,0.9616487622261047,0.012757093645632267,0.11485160887241364,0.0826898142695427,26224076.0,0.0066337320022284985,0.9985976219177246,0.05573243275284767,0.25012028217315674,0.20785491168498993,98085704.0,0.0359770767390728,9.999999747378752e-05
31,0.9506182074546814,0.012648033909499645,0.11438138037919998,0.08234231919050217,26052698.0,0.006594476755708456,0.9836715459823608,0.051678452640771866,0.24128100275993347,0.19958007335662842,93053856.0,0.03327476233243942,9.999999747378752e-05
