epoch,learning_rate
239,9.999999747378752e-05
240,9.999999747378752e-05
241,9.999999747378752e-05
242,9.999999747378752e-05
243,9.999999747378752e-05
244,9.999999747378752e-05
245,9.999999747378752e-05
246,9.999999747378752e-05
247,9.999999747378752e-05
248,9.999999747378752e-05
249,9.999999747378752e-05
250,9.999999747378752e-05
251,9.999999747378752e-05
252,9.999999747378752e-05
253,9.999999747378752e-05
254,9.999999747378752e-05
255,9.999999747378752e-05
256,9.999999747378752e-05
257,9.999999747378752e-05
258,9.999999747378752e-05
259,9.999999747378752e-05
260,9.999999747378752e-05
261,9.999999747378752e-05
262,9.999999747378752e-05
263,9.999999747378752e-05
264,9.999999747378752e-05
265,9.999999747378752e-05
266,9.999999747378752e-05
267,9.999999747378752e-05
268,9.999999747378752e-05
269,9.999999747378752e-05
270,9.999999747378752e-05
271,9.999999747378752e-05
272,9.999999747378752e-05
273,9.999999747378752e-05
274,9.999999747378752e-05
275,9.999999747378752e-05
276,9.999999747378752e-05
277,9.999999747378752e-05
278,9.999999747378752e-05
279,9.999999747378752e-05
280,9.999999747378752e-05
281,9.999999747378752e-05
282,9.999999747378752e-05
283,9.999999747378752e-05
284,9.999999747378752e-05
285,9.999999747378752e-05
286,9.999999747378752e-05
287,9.999999747378752e-05
288,9.999999747378752e-05
289,9.999999747378752e-05
290,9.999999747378752e-05
291,9.999999747378752e-05
292,9.999999747378752e-05
293,9.999999747378752e-05
294,9.999999747378752e-05
295,9.999999747378752e-05
296,9.999999747378752e-05
297,9.999999747378752e-05
298,9.999999747378752e-05
299,9.999999747378752e-05
300,9.999999747378752e-05
301,9.999999747378752e-05
302,9.999999747378752e-05
303,9.999999747378752e-05
304,9.999999747378752e-05
305,9.999999747378752e-05
306,9.999999747378752e-05
307,9.999999747378752e-05
308,9.999999747378752e-05
309,9.999999747378752e-05
310,9.999999747378752e-05
311,9.999999747378752e-05
312,9.999999747378752e-05
313,9.999999747378752e-05
314,9.999999747378752e-05
315,9.999999747378752e-05
316,9.999999747378752e-05
317,9.999999747378752e-05
318,9.999999747378752e-05
319,9.999999747378752e-05
320,9.999999747378752e-05
321,9.999999747378752e-05
322,9.999999747378752e-05
323,9.999999747378752e-05
324,9.999999747378752e-05
325,9.999999747378752e-05
326,9.999999747378752e-05
327,9.999999747378752e-05
328,9.999999747378752e-05
329,9.999999747378752e-05
330,9.999999747378752e-05
331,9.999999747378752e-05
332,9.999999747378752e-05
333,9.999999747378752e-05
334,9.999999747378752e-05
335,9.999999747378752e-05
336,9.999999747378752e-05
337,9.999999747378752e-05
338,9.999999747378752e-05
339,9.999999747378752e-05
340,9.999999747378752e-05
341,9.999999747378752e-05
342,9.999999747378752e-05
343,9.999999747378752e-05
344,9.999999747378752e-05
345,9.999999747378752e-05
346,9.999999747378752e-05
347,9.999999747378752e-05
348,9.999999747378752e-05
349,9.999999747378752e-05
350,9.999999747378752e-05
351,9.999999747378752e-05
352,9.999999747378752e-05
353,9.999999747378752e-05
354,9.999999747378752e-05
355,9.999999747378752e-05
356,9.999999747378752e-05
357,9.999999747378752e-05
358,9.999999747378752e-05
359,9.999999747378752e-05
360,9.999999747378752e-05
361,9.999999747378752e-05
362,9.999999747378752e-05
363,9.999999747378752e-05
364,9.999999747378752e-05
365,9.999999747378752e-05
366,9.999999747378752e-05
367,9.999999747378752e-05
368,9.999999747378752e-05
369,9.999999747378752e-05
370,9.999999747378752e-05
371,9.999999747378752e-05
372,9.999999747378752e-05
373,9.999999747378752e-05
374,9.999999747378752e-05
375,9.999999747378752e-05
376,9.999999747378752e-05
377,9.999999747378752e-05
378,9.999999747378752e-05
379,9.999999747378752e-05
380,9.999999747378752e-05
381,9.999999747378752e-05
382,9.999999747378752e-05
383,9.999999747378752e-05
384,9.999999747378752e-05
385,9.999999747378752e-05
386,9.999999747378752e-05
387,9.999999747378752e-05
388,9.999999747378752e-05
389,9.999999747378752e-05
390,9.999999747378752e-05
391,9.999999747378752e-05
392,9.999999747378752e-05
393,9.999999747378752e-05
394,9.999999747378752e-05
395,9.999999747378752e-05
396,9.999999747378752e-05
397,9.999999747378752e-05
398,9.999999747378752e-05
399,9.999999747378752e-05
400,9.999999747378752e-05
401,9.999999747378752e-05
402,9.999999747378752e-05
403,9.999999747378752e-05
404,9.999999747378752e-05
405,9.999999747378752e-05
406,9.999999747378752e-05
407,9.999999747378752e-05
408,9.999999747378752e-05
409,9.999999747378752e-05
410,9.999999747378752e-05
411,9.999999747378752e-05
412,9.999999747378752e-05
413,9.999999747378752e-05
414,9.999999747378752e-05
415,9.999999747378752e-05
416,9.999999747378752e-05
417,9.999999747378752e-05
418,9.999999747378752e-05
419,9.999999747378752e-05
420,9.999999747378752e-05
421,9.999999747378752e-05
422,9.999999747378752e-05
423,9.999999747378752e-05
424,9.999999747378752e-05
425,9.999999747378752e-05
426,9.999999747378752e-05
427,9.999999747378752e-05
428,9.999999747378752e-05
429,9.999999747378752e-05
430,9.999999747378752e-05
431,9.999999747378752e-05
432,9.999999747378752e-05
433,9.999999747378752e-05
434,9.999999747378752e-05
435,9.999999747378752e-05
436,9.999999747378752e-05
437,9.999999747378752e-05
438,9.999999747378752e-05
439,9.999999747378752e-05
440,9.999999747378752e-05
441,9.999999747378752e-05
442,9.999999747378752e-05
443,9.999999747378752e-05
444,9.999999747378752e-05
445,9.999999747378752e-05
446,9.999999747378752e-05
447,9.999999747378752e-05
448,9.999999747378752e-05
449,9.999999747378752e-05
450,9.999999747378752e-05
451,9.999999747378752e-05
452,9.999999747378752e-05
453,9.999999747378752e-05
454,9.999999747378752e-05
455,9.999999747378752e-05
456,9.999999747378752e-05
457,9.999999747378752e-05
458,9.999999747378752e-05
459,9.999999747378752e-05
460,9.999999747378752e-05
461,9.999999747378752e-05
462,9.999999747378752e-05
463,9.999999747378752e-05
464,9.999999747378752e-05
465,9.999999747378752e-05
466,9.999999747378752e-05
467,9.999999747378752e-05
468,9.999999747378752e-05
469,9.999999747378752e-05
470,9.999999747378752e-05
471,9.999999747378752e-05
472,9.999999747378752e-05
473,9.999999747378752e-05
474,9.999999747378752e-05
475,9.999999747378752e-05
476,9.999999747378752e-05
477,9.999999747378752e-05
478,9.999999747378752e-05
479,9.999999747378752e-05
480,9.999999747378752e-05
481,9.999999747378752e-05
482,9.999999747378752e-05
483,9.999999747378752e-05
484,9.999999747378752e-05
485,9.999999747378752e-05
486,9.999999747378752e-05
487,9.999999747378752e-05
488,9.999999747378752e-05
489,9.999999747378752e-05
490,9.999999747378752e-05
491,9.999999747378752e-05
492,9.999999747378752e-05
493,9.999999747378752e-05
494,9.999999747378752e-05
495,9.999999747378752e-05
496,9.999999747378752e-05
497,9.999999747378752e-05
498,9.999999747378752e-05
499,9.999999747378752e-05
500,9.999999747378752e-05
